timestamp,temperature,battery,voltage,fuel,temp_status,battery_status,voltage_status,fuel_status
2026-06-12 20:08:05.795954,20.111429824266388,99.69625689047284,4.281611541753367,99.88298410945707,Normal,Normal,Normal,Normal
2026-06-12 20:08:06.799228,20.432940260125527,99.2328862767374,4.321237943899743,99.8028463372014,Normal,Normal,Normal,Normal
2026-06-12 20:08:07.801520,20.620240608049233,98.90987642449181,4.24359342709108,99.63008967849163,Normal,Normal,Normal,Normal
2026-06-12 20:08:08.803804,20.74944384837227,98.6078933377603,4.221043803298777,99.50711985526964,Normal,Normal,Normal,Normal
2026-06-12 20:08:09.812961,20.978978565792154,98.43060010525208,4.775139231289117,99.41657353640655,Normal,Normal,Normal,Normal
2026-06-12 20:08:10.845940,21.25070559976934,98.02800092321692,4.268352297039267,99.24436905276964,Normal,Normal,Normal,Normal
2026-06-12 20:08:11.848178,21.53234362315086,97.59214362701914,4.137742330784771,99.1432769371648,Normal,Normal,Normal,Normal
2026-06-12 20:08:12.850125,21.81213550212777,97.40622596325856,3.8421285353044423,99.08082767260944,Normal,Normal,Normal,Normal
2026-06-12 20:08:13.952895,22.098432503420078,97.00496593011486,4.220918472754879,98.95897121141493,Normal,Normal,Normal,Normal
2026-08-05 18:33:38.188328,20.43862234360366,99.65145167737356,4.011851477581148,99.82950560459231,Normal,Normal,Normal,Normal
2026-08-05 18:33:39.192561,20.64223228525489,99.23792452377985,3.9673617698462698,99.65992562992233,Normal,Normal,Normal,Normal
2026-08-05 18:33:40.194773,20.953120507987702,98.88736612500193,4.840200291004965,99.5855249862225,Normal,Normal,Normal,Normal
2026-08-05 18:33:41.196345,21.338775997802756,98.4519375862651,4.253709512280754,99.42229590122649,Normal,Normal,Normal,Normal
2026-08-05 18:33:42.199247,21.74918341626077,98.28203057347184,4.533354616427092,99.32753611450765,Normal,Normal,Normal,Normal
2026-08-05 18:33:43.200656,21.98044071611607,97.81105590268167,4.320678701434174,99.15748256769825,Normal,Normal,Normal,Normal
2026-08-05 18:33:44.203049,22.146307492198787,97.5717837266884,4.315532465669834,99.02867836049137,Normal,Normal,Normal,Normal
2026-08-05 18:33:45.208604,22.441739678279237,97.45773778192172,4.5197429410373395,98.86908517262196,Normal,Normal,Normal,Normal
2026-08-05 18:33:46.212473,22.93427556323449,97.07315929505685,4.717146431143624,98.7673254592513,Normal,Normal,Normal,Normal
2026-08-05 18:33:47.215866,23.255701389076638,96.88186316791565,4.627162356693483,98.59481410926908,Normal,Normal,Normal,Normal
2026-08-05 18:33:48.218811,23.740477273438486,96.52505072631305,4.914846307305974,98.48037821201483,Normal,Normal,Normal,Normal
2026-08-05 18:33:49.220599,23.93927842101184,96.06194485837827,4.722947003344734,98.28112981989364,Normal,Normal,Normal,Normal
2026-08-05 18:33:50.222292,24.30534676610274,95.69999973317826,4.567822464085367,98.12273470490553,Normal,Normal,Normal,Normal
2026-08-05 18:33:51.232440,24.537791682552996,95.57759301862637,4.411071692447676,98.06680175792306,Normal,Normal,Normal,Normal
2026-08-05 18:33:52.233918,24.73458404347057,95.18876689273459,4.1942541006559155,97.93005031384199,Normal,Normal,Normal,Normal
2026-08-05 18:33:53.235672,25.22485707907172,94.717329595905,4.728751463880355,97.8370272563356,Normal,Normal,Normal,Normal
2026-08-05 18:33:54.237545,25.439111395574695,94.56960356972377,4.489983468008704,97.77055098024532,Normal,Normal,Normal,Normal
2026-08-05 18:33:55.248042,25.562906946542245,94.28920293742812,4.19622312350293,97.62163749302441,Normal,Normal,Normal,Normal
2026-08-05 18:33:56.276750,25.799584907877477,94.00458269645154,4.3708986790557445,97.55376906697182,Normal,Normal,Normal,Normal
2026-08-05 18:33:57.280723,25.930385292062404,93.69884871492411,4.7135357800085425,97.49781606515681,Normal,Normal,Normal,Normal
2026-08-05 18:33:58.283052,26.22165702901967,93.36848978041029,4.680910326303083,97.43403408564363,Normal,Normal,Normal,Normal
2026-08-05 18:33:59.285991,26.39120273488942,93.13113290737215,4.89624071619919,97.32597656780486,Normal,Normal,Normal,Normal
2026-08-05 18:34:00.308328,26.577760555432,92.73524548255396,4.28723372489193,97.2191458507232,Normal,Normal,Normal,Normal
2026-08-05 18:34:01.395746,26.74404531073533,92.3566026905669,3.904702911091974,97.10338291631653,Normal,Normal,Normal,Normal
2026-08-05 18:34:02.404516,27.090906188478236,92.06697431093268,4.264101106694986,96.95072125446573,Normal,Normal,Normal,Normal
2026-08-05 18:34:03.407336,27.5249468387974,91.73441281769698,4.405318712285261,96.79143092151452,Normal,Normal,Normal,Normal
2026-08-05 18:34:04.409377,27.975552832607974,91.39339322421343,4.504709335428845,96.7115837117366,Normal,Normal,Normal,Normal
2026-08-05 18:34:05.434728,28.421934937210604,91.19590923993238,4.639636732283413,96.56346359388176,Normal,Normal,Normal,Normal
2026-08-05 18:34:06.496208,28.59364539634879,90.9455037902217,4.203351258156456,96.43421624487046,Normal,Normal,Normal,Normal
2026-08-05 18:34:07.510661,28.815452105791323,90.80481658863877,4.297062934709286,96.38061684829474,Normal,Normal,Normal,Normal
2026-08-05 18:34:08.514785,29.062857818565607,90.57711951057269,4.762542006867269,96.27611144061565,Normal,Normal,Normal,Normal
2026-08-05 18:34:09.518104,29.299307714581,90.17747184641732,4.009124033777727,96.11391856676693,Normal,Normal,Normal,Normal
2026-08-05 18:34:10.535541,29.708802254682418,90.04076640080989,4.686029174002611,96.02923597036951,Normal,Normal,Normal,Normal
2026-08-05 18:34:11.538861,30.123985754450395,89.84285671336653,4.454331982398959,95.90510192839972,Normal,Normal,Normal,Normal
